# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1328020251;Actually invoke the <code>afterCompletion</code> methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the <code>registerAfterCompletionWithExistingTransaction</code> callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,code,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,code,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1368482696;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1407763209;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1413473170;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1425660345;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1437567612;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1486062666;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1486719573;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1487371244;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1495868221;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1496242568;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1496259743;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1496837955;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1498780456;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1506842603;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1517867503;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
AbstractPlatformTransactionManager -> protected boolean useSavepointForNestedTransaction();1530174524;Return whether to use a savepoint for a nested transaction._<p>Default is {@code true}, which causes delegation to DefaultTransactionStatus_for creating and holding a savepoint. If the transaction object does not implement_the SavepointManager interface, a NestedTransactionNotSupportedException will be_thrown. Else, the SavepointManager will be asked to create a new savepoint to_demarcate the start of the nested transaction._<p>Subclasses can override this to return {@code false}, causing a further_call to {@code doBegin} - within the context of an already existing transaction._The {@code doBegin} implementation needs to handle this accordingly in such_a scenario. This is appropriate for JTA, for example._@see DefaultTransactionStatus#createAndHoldSavepoint_@see DefaultTransactionStatus#rollbackToHeldSavepoint_@see DefaultTransactionStatus#releaseHeldSavepoint_@see #doBegin;protected boolean useSavepointForNestedTransaction() {_		return true__	};return,whether,to,use,a,savepoint,for,a,nested,transaction,p,default,is,code,true,which,causes,delegation,to,default,transaction,status,for,creating,and,holding,a,savepoint,if,the,transaction,object,does,not,implement,the,savepoint,manager,interface,a,nested,transaction,not,supported,exception,will,be,thrown,else,the,savepoint,manager,will,be,asked,to,create,a,new,savepoint,to,demarcate,the,start,of,the,nested,transaction,p,subclasses,can,override,this,to,return,code,false,causing,a,further,call,to,code,do,begin,within,the,context,of,an,already,existing,transaction,the,code,do,begin,implementation,needs,to,handle,this,accordingly,in,such,a,scenario,this,is,appropriate,for,jta,for,example,see,default,transaction,status,create,and,hold,savepoint,see,default,transaction,status,rollback,to,held,savepoint,see,default,transaction,status,release,held,savepoint,see,do,begin;protected,boolean,use,savepoint,for,nested,transaction,return,true
