# id;timestamp;commentText;codeText;commentWords;codeWords
GenericFileEndpoint -> public void setAntInclude(String antInclude);1548250802;Ant style filter inclusion._Multiple inclusions may be specified in comma-delimited format.;public void setAntInclude(String antInclude) {_        this.antInclude = antInclude__    };ant,style,filter,inclusion,multiple,inclusions,may,be,specified,in,comma,delimited,format;public,void,set,ant,include,string,ant,include,this,ant,include,ant,include
GenericFileEndpoint -> public void setExclusiveReadLockStrategy(GenericFileExclusiveReadLockStrategy<T> exclusiveReadLockStrategy);1549345447;Pluggable read-lock as a org.apache.camel.component.file.GenericFileExclusiveReadLockStrategy implementation.;public void setExclusiveReadLockStrategy(GenericFileExclusiveReadLockStrategy<T> exclusiveReadLockStrategy) {_        this.exclusiveReadLockStrategy = exclusiveReadLockStrategy__    };pluggable,read,lock,as,a,org,apache,camel,component,file,generic,file,exclusive,read,lock,strategy,implementation;public,void,set,exclusive,read,lock,strategy,generic,file,exclusive,read,lock,strategy,t,exclusive,read,lock,strategy,this,exclusive,read,lock,strategy,exclusive,read,lock,strategy
GenericFileEndpoint -> public void setExclusiveReadLockStrategy(GenericFileExclusiveReadLockStrategy<T> exclusiveReadLockStrategy);1549345604;Pluggable read-lock as a org.apache.camel.component.file.GenericFileExclusiveReadLockStrategy implementation.;public void setExclusiveReadLockStrategy(GenericFileExclusiveReadLockStrategy<T> exclusiveReadLockStrategy) {_        this.exclusiveReadLockStrategy = exclusiveReadLockStrategy__    };pluggable,read,lock,as,a,org,apache,camel,component,file,generic,file,exclusive,read,lock,strategy,implementation;public,void,set,exclusive,read,lock,strategy,generic,file,exclusive,read,lock,strategy,t,exclusive,read,lock,strategy,this,exclusive,read,lock,strategy,exclusive,read,lock,strategy
GenericFileEndpoint -> public void setExclusiveReadLockStrategy(GenericFileExclusiveReadLockStrategy<T> exclusiveReadLockStrategy);1549879447;Pluggable read-lock as a org.apache.camel.component.file.GenericFileExclusiveReadLockStrategy implementation.;public void setExclusiveReadLockStrategy(GenericFileExclusiveReadLockStrategy<T> exclusiveReadLockStrategy) {_        this.exclusiveReadLockStrategy = exclusiveReadLockStrategy__    };pluggable,read,lock,as,a,org,apache,camel,component,file,generic,file,exclusive,read,lock,strategy,implementation;public,void,set,exclusive,read,lock,strategy,generic,file,exclusive,read,lock,strategy,t,exclusive,read,lock,strategy,this,exclusive,read,lock,strategy,exclusive,read,lock,strategy
GenericFileEndpoint -> public void setCharset(String charset);1548250802;This option is used to specify the encoding of the file._You can use this on the consumer, to specify the encodings of the files, which allow Camel to know the charset_it should load the file content in case the file content is being accessed._Likewise when writing a file, you can use this option to specify which charset to write the file as well._Do mind that when writing the file Camel may have to read the message content into memory to be able to_convert the data into the configured charset, so do not use this if you have big messages.;public void setCharset(String charset) {_        IOHelper.validateCharset(charset)__        this.charset = charset__    };this,option,is,used,to,specify,the,encoding,of,the,file,you,can,use,this,on,the,consumer,to,specify,the,encodings,of,the,files,which,allow,camel,to,know,the,charset,it,should,load,the,file,content,in,case,the,file,content,is,being,accessed,likewise,when,writing,a,file,you,can,use,this,option,to,specify,which,charset,to,write,the,file,as,well,do,mind,that,when,writing,the,file,camel,may,have,to,read,the,message,content,into,memory,to,be,able,to,convert,the,data,into,the,configured,charset,so,do,not,use,this,if,you,have,big,messages;public,void,set,charset,string,charset,iohelper,validate,charset,charset,this,charset,charset
GenericFileEndpoint -> public void setCharset(String charset);1549345447;This option is used to specify the encoding of the file._You can use this on the consumer, to specify the encodings of the files, which allow Camel to know the charset_it should load the file content in case the file content is being accessed._Likewise when writing a file, you can use this option to specify which charset to write the file as well._Do mind that when writing the file Camel may have to read the message content into memory to be able to_convert the data into the configured charset, so do not use this if you have big messages.;public void setCharset(String charset) {_        IOHelper.validateCharset(charset)__        this.charset = charset__    };this,option,is,used,to,specify,the,encoding,of,the,file,you,can,use,this,on,the,consumer,to,specify,the,encodings,of,the,files,which,allow,camel,to,know,the,charset,it,should,load,the,file,content,in,case,the,file,content,is,being,accessed,likewise,when,writing,a,file,you,can,use,this,option,to,specify,which,charset,to,write,the,file,as,well,do,mind,that,when,writing,the,file,camel,may,have,to,read,the,message,content,into,memory,to,be,able,to,convert,the,data,into,the,configured,charset,so,do,not,use,this,if,you,have,big,messages;public,void,set,charset,string,charset,iohelper,validate,charset,charset,this,charset,charset
GenericFileEndpoint -> public void setCharset(String charset);1549345604;This option is used to specify the encoding of the file._You can use this on the consumer, to specify the encodings of the files, which allow Camel to know the charset_it should load the file content in case the file content is being accessed._Likewise when writing a file, you can use this option to specify which charset to write the file as well._Do mind that when writing the file Camel may have to read the message content into memory to be able to_convert the data into the configured charset, so do not use this if you have big messages.;public void setCharset(String charset) {_        IOHelper.validateCharset(charset)__        this.charset = charset__    };this,option,is,used,to,specify,the,encoding,of,the,file,you,can,use,this,on,the,consumer,to,specify,the,encodings,of,the,files,which,allow,camel,to,know,the,charset,it,should,load,the,file,content,in,case,the,file,content,is,being,accessed,likewise,when,writing,a,file,you,can,use,this,option,to,specify,which,charset,to,write,the,file,as,well,do,mind,that,when,writing,the,file,camel,may,have,to,read,the,message,content,into,memory,to,be,able,to,convert,the,data,into,the,configured,charset,so,do,not,use,this,if,you,have,big,messages;public,void,set,charset,string,charset,iohelper,validate,charset,charset,this,charset,charset
GenericFileEndpoint -> public void setCharset(String charset);1549879447;This option is used to specify the encoding of the file._You can use this on the consumer, to specify the encodings of the files, which allow Camel to know the charset_it should load the file content in case the file content is being accessed._Likewise when writing a file, you can use this option to specify which charset to write the file as well._Do mind that when writing the file Camel may have to read the message content into memory to be able to_convert the data into the configured charset, so do not use this if you have big messages.;public void setCharset(String charset) {_        IOHelper.validateCharset(charset)__        this.charset = charset__    };this,option,is,used,to,specify,the,encoding,of,the,file,you,can,use,this,on,the,consumer,to,specify,the,encodings,of,the,files,which,allow,camel,to,know,the,charset,it,should,load,the,file,content,in,case,the,file,content,is,being,accessed,likewise,when,writing,a,file,you,can,use,this,option,to,specify,which,charset,to,write,the,file,as,well,do,mind,that,when,writing,the,file,camel,may,have,to,read,the,message,content,into,memory,to,be,able,to,convert,the,data,into,the,configured,charset,so,do,not,use,this,if,you,have,big,messages;public,void,set,charset,string,charset,iohelper,validate,charset,charset,this,charset,charset
GenericFileEndpoint -> public void setMaxDepth(int maxDepth);1548250802;The maximum depth to traverse when recursively processing a directory.;public void setMaxDepth(int maxDepth) {_        this.maxDepth = maxDepth__    };the,maximum,depth,to,traverse,when,recursively,processing,a,directory;public,void,set,max,depth,int,max,depth,this,max,depth,max,depth
GenericFileEndpoint -> public void setMaxDepth(int maxDepth);1549345447;The maximum depth to traverse when recursively processing a directory.;public void setMaxDepth(int maxDepth) {_        this.maxDepth = maxDepth__    };the,maximum,depth,to,traverse,when,recursively,processing,a,directory;public,void,set,max,depth,int,max,depth,this,max,depth,max,depth
GenericFileEndpoint -> public void setMaxDepth(int maxDepth);1549345604;The maximum depth to traverse when recursively processing a directory.;public void setMaxDepth(int maxDepth) {_        this.maxDepth = maxDepth__    };the,maximum,depth,to,traverse,when,recursively,processing,a,directory;public,void,set,max,depth,int,max,depth,this,max,depth,max,depth
GenericFileEndpoint -> public void setMaxDepth(int maxDepth);1549879447;The maximum depth to traverse when recursively processing a directory.;public void setMaxDepth(int maxDepth) {_        this.maxDepth = maxDepth__    };the,maximum,depth,to,traverse,when,recursively,processing,a,directory;public,void,set,max,depth,int,max,depth,this,max,depth,max,depth
GenericFileEndpoint -> public void setMoveExisting(Expression moveExisting);1548250802;Expression (such as File Language) used to compute file name to use when fileExist=Move is configured._To move files into a backup subdirectory just enter backup._This option only supports the following File Language tokens: "file:name", "file:name.ext", "file:name.noext", "file:onlyname",_"file:onlyname.noext", "file:ext", and "file:parent". Notice the "file:parent" is not supported by the FTP component,_as the FTP component can only move any existing files to a relative directory based on current dir as base.;public void setMoveExisting(Expression moveExisting) {_        this.moveExisting = moveExisting__    };expression,such,as,file,language,used,to,compute,file,name,to,use,when,file,exist,move,is,configured,to,move,files,into,a,backup,subdirectory,just,enter,backup,this,option,only,supports,the,following,file,language,tokens,file,name,file,name,ext,file,name,noext,file,onlyname,file,onlyname,noext,file,ext,and,file,parent,notice,the,file,parent,is,not,supported,by,the,ftp,component,as,the,ftp,component,can,only,move,any,existing,files,to,a,relative,directory,based,on,current,dir,as,base;public,void,set,move,existing,expression,move,existing,this,move,existing,move,existing
GenericFileEndpoint -> public void setMoveExisting(Expression moveExisting);1549345447;Expression (such as File Language) used to compute file name to use when fileExist=Move is configured._To move files into a backup subdirectory just enter backup._This option only supports the following File Language tokens: "file:name", "file:name.ext", "file:name.noext", "file:onlyname",_"file:onlyname.noext", "file:ext", and "file:parent". Notice the "file:parent" is not supported by the FTP component,_as the FTP component can only move any existing files to a relative directory based on current dir as base.;public void setMoveExisting(Expression moveExisting) {_        this.moveExisting = moveExisting__    };expression,such,as,file,language,used,to,compute,file,name,to,use,when,file,exist,move,is,configured,to,move,files,into,a,backup,subdirectory,just,enter,backup,this,option,only,supports,the,following,file,language,tokens,file,name,file,name,ext,file,name,noext,file,onlyname,file,onlyname,noext,file,ext,and,file,parent,notice,the,file,parent,is,not,supported,by,the,ftp,component,as,the,ftp,component,can,only,move,any,existing,files,to,a,relative,directory,based,on,current,dir,as,base;public,void,set,move,existing,expression,move,existing,this,move,existing,move,existing
GenericFileEndpoint -> public void setMoveExisting(Expression moveExisting);1549345604;Expression (such as File Language) used to compute file name to use when fileExist=Move is configured._To move files into a backup subdirectory just enter backup._This option only supports the following File Language tokens: "file:name", "file:name.ext", "file:name.noext", "file:onlyname",_"file:onlyname.noext", "file:ext", and "file:parent". Notice the "file:parent" is not supported by the FTP component,_as the FTP component can only move any existing files to a relative directory based on current dir as base.;public void setMoveExisting(Expression moveExisting) {_        this.moveExisting = moveExisting__    };expression,such,as,file,language,used,to,compute,file,name,to,use,when,file,exist,move,is,configured,to,move,files,into,a,backup,subdirectory,just,enter,backup,this,option,only,supports,the,following,file,language,tokens,file,name,file,name,ext,file,name,noext,file,onlyname,file,onlyname,noext,file,ext,and,file,parent,notice,the,file,parent,is,not,supported,by,the,ftp,component,as,the,ftp,component,can,only,move,any,existing,files,to,a,relative,directory,based,on,current,dir,as,base;public,void,set,move,existing,expression,move,existing,this,move,existing,move,existing
GenericFileEndpoint -> public void setMoveExisting(Expression moveExisting);1549879447;Expression (such as File Language) used to compute file name to use when fileExist=Move is configured._To move files into a backup subdirectory just enter backup._This option only supports the following File Language tokens: "file:name", "file:name.ext", "file:name.noext", "file:onlyname",_"file:onlyname.noext", "file:ext", and "file:parent". Notice the "file:parent" is not supported by the FTP component,_as the FTP component can only move any existing files to a relative directory based on current dir as base.;public void setMoveExisting(Expression moveExisting) {_        this.moveExisting = moveExisting__    };expression,such,as,file,language,used,to,compute,file,name,to,use,when,file,exist,move,is,configured,to,move,files,into,a,backup,subdirectory,just,enter,backup,this,option,only,supports,the,following,file,language,tokens,file,name,file,name,ext,file,name,noext,file,onlyname,file,onlyname,noext,file,ext,and,file,parent,notice,the,file,parent,is,not,supported,by,the,ftp,component,as,the,ftp,component,can,only,move,any,existing,files,to,a,relative,directory,based,on,current,dir,as,base;public,void,set,move,existing,expression,move,existing,this,move,existing,move,existing
GenericFileEndpoint -> @Override     public List<Exchange> getExchanges();1548250802;This implementation will <b>not</b> load the file content._Any file locking is neither in use by this implementation..;@Override_    public List<Exchange> getExchanges() {_        final List<Exchange> answer = new ArrayList<>()___        GenericFileConsumer<?> consumer = null__        try {_            _            _            consumer = createConsumer(null)__            consumer.setCustomProcessor(new Processor() {_                @Override_                public void process(Exchange exchange) throws Exception {_                    answer.add(exchange)__                }_            })__            _            consumer.setStartScheduler(false)__            _            ServiceHelper.startService(consumer)__            _            consumer.poll()__        } catch (Exception e) {_            throw RuntimeCamelException.wrapRuntimeCamelException(e)__        } finally {_            try {_                ServiceHelper.stopService(consumer)__            } catch (Exception e) {_                log.debug("Error stopping consumer used for browsing exchanges. This exception will be ignored", e)__            }_        }__        return answer__    };this,implementation,will,b,not,b,load,the,file,content,any,file,locking,is,neither,in,use,by,this,implementation;override,public,list,exchange,get,exchanges,final,list,exchange,answer,new,array,list,generic,file,consumer,consumer,null,try,consumer,create,consumer,null,consumer,set,custom,processor,new,processor,override,public,void,process,exchange,exchange,throws,exception,answer,add,exchange,consumer,set,start,scheduler,false,service,helper,start,service,consumer,consumer,poll,catch,exception,e,throw,runtime,camel,exception,wrap,runtime,camel,exception,e,finally,try,service,helper,stop,service,consumer,catch,exception,e,log,debug,error,stopping,consumer,used,for,browsing,exchanges,this,exception,will,be,ignored,e,return,answer
GenericFileEndpoint -> @Override     public List<Exchange> getExchanges();1549345447;This implementation will <b>not</b> load the file content._Any file locking is neither in use by this implementation..;@Override_    public List<Exchange> getExchanges() {_        final List<Exchange> answer = new ArrayList<>()___        GenericFileConsumer<?> consumer = null__        try {_            _            _            consumer = createConsumer(null)__            consumer.setCustomProcessor(new Processor() {_                @Override_                public void process(Exchange exchange) throws Exception {_                    answer.add(exchange)__                }_            })__            _            consumer.setStartScheduler(false)__            _            ServiceHelper.startService(consumer)__            _            consumer.poll()__        } catch (Exception e) {_            throw RuntimeCamelException.wrapRuntimeCamelException(e)__        } finally {_            try {_                ServiceHelper.stopService(consumer)__            } catch (Exception e) {_                log.debug("Error stopping consumer used for browsing exchanges. This exception will be ignored", e)__            }_        }__        return answer__    };this,implementation,will,b,not,b,load,the,file,content,any,file,locking,is,neither,in,use,by,this,implementation;override,public,list,exchange,get,exchanges,final,list,exchange,answer,new,array,list,generic,file,consumer,consumer,null,try,consumer,create,consumer,null,consumer,set,custom,processor,new,processor,override,public,void,process,exchange,exchange,throws,exception,answer,add,exchange,consumer,set,start,scheduler,false,service,helper,start,service,consumer,consumer,poll,catch,exception,e,throw,runtime,camel,exception,wrap,runtime,camel,exception,e,finally,try,service,helper,stop,service,consumer,catch,exception,e,log,debug,error,stopping,consumer,used,for,browsing,exchanges,this,exception,will,be,ignored,e,return,answer
GenericFileEndpoint -> @Override     public List<Exchange> getExchanges();1549345604;This implementation will <b>not</b> load the file content._Any file locking is neither in use by this implementation..;@Override_    public List<Exchange> getExchanges() {_        final List<Exchange> answer = new ArrayList<>()___        GenericFileConsumer<?> consumer = null__        try {_            _            _            consumer = createConsumer(null)__            consumer.setCustomProcessor(new Processor() {_                @Override_                public void process(Exchange exchange) throws Exception {_                    answer.add(exchange)__                }_            })__            _            consumer.setStartScheduler(false)__            _            ServiceHelper.startService(consumer)__            _            consumer.poll()__        } catch (Exception e) {_            throw RuntimeCamelException.wrapRuntimeCamelException(e)__        } finally {_            try {_                ServiceHelper.stopService(consumer)__            } catch (Exception e) {_                log.debug("Error stopping consumer used for browsing exchanges. This exception will be ignored", e)__            }_        }__        return answer__    };this,implementation,will,b,not,b,load,the,file,content,any,file,locking,is,neither,in,use,by,this,implementation;override,public,list,exchange,get,exchanges,final,list,exchange,answer,new,array,list,generic,file,consumer,consumer,null,try,consumer,create,consumer,null,consumer,set,custom,processor,new,processor,override,public,void,process,exchange,exchange,throws,exception,answer,add,exchange,consumer,set,start,scheduler,false,service,helper,start,service,consumer,consumer,poll,catch,exception,e,throw,runtime,camel,exception,wrap,runtime,camel,exception,e,finally,try,service,helper,stop,service,consumer,catch,exception,e,log,debug,error,stopping,consumer,used,for,browsing,exchanges,this,exception,will,be,ignored,e,return,answer
GenericFileEndpoint -> @Override     public List<Exchange> getExchanges();1549879447;This implementation will <b>not</b> load the file content._Any file locking is neither in use by this implementation..;@Override_    public List<Exchange> getExchanges() {_        final List<Exchange> answer = new ArrayList<>()___        GenericFileConsumer<?> consumer = null__        try {_            _            _            consumer = createConsumer(null)__            consumer.setCustomProcessor(new Processor() {_                @Override_                public void process(Exchange exchange) throws Exception {_                    answer.add(exchange)__                }_            })__            _            consumer.setStartScheduler(false)__            _            ServiceHelper.startService(consumer)__            _            consumer.poll()__        } catch (Exception e) {_            throw RuntimeCamelException.wrapRuntimeCamelException(e)__        } finally {_            try {_                ServiceHelper.stopService(consumer)__            } catch (Exception e) {_                log.debug("Error stopping consumer used for browsing exchanges. This exception will be ignored", e)__            }_        }__        return answer__    };this,implementation,will,b,not,b,load,the,file,content,any,file,locking,is,neither,in,use,by,this,implementation;override,public,list,exchange,get,exchanges,final,list,exchange,answer,new,array,list,generic,file,consumer,consumer,null,try,consumer,create,consumer,null,consumer,set,custom,processor,new,processor,override,public,void,process,exchange,exchange,throws,exception,answer,add,exchange,consumer,set,start,scheduler,false,service,helper,start,service,consumer,consumer,poll,catch,exception,e,throw,runtime,camel,exception,wrap,runtime,camel,exception,e,finally,try,service,helper,stop,service,consumer,catch,exception,e,log,debug,error,stopping,consumer,used,for,browsing,exchanges,this,exception,will,be,ignored,e,return,answer
GenericFileEndpoint -> @SuppressWarnings("unchecked")     protected GenericFileProcessStrategy<T> createGenericFileStrategy();1548250802;A strategy method to lazily create the file strategy;@SuppressWarnings("unchecked")_    protected GenericFileProcessStrategy<T> createGenericFileStrategy() {_        Class<?> factory = null__        try {_            FactoryFinder finder = getCamelContext().getFactoryFinder("META-INF/services/org/apache/camel/component/")__            log.trace("Using FactoryFinder: {}", finder)__            factory = finder.findClass(getScheme(), "strategy.factory.", CamelContext.class)__        } catch (ClassNotFoundException e) {_            log.trace("'strategy.factory.class' not found", e)__        } catch (IOException e) {_            log.trace("No strategy factory defined in 'META-INF/services/org/apache/camel/component/'", e)__        }__        if (factory == null) {_            _            try {_                log.trace("Using ClassResolver to resolve class: {}", DEFAULT_STRATEGYFACTORY_CLASS)__                factory = this.getCamelContext().getClassResolver().resolveClass(DEFAULT_STRATEGYFACTORY_CLASS)__            } catch (Exception e) {_                log.trace("Cannot load class: {}", DEFAULT_STRATEGYFACTORY_CLASS, e)__            }_            _            try {_                if (log.isTraceEnabled()) {_                    log.trace("Using classloader: {} to resolve class: {}", this.getClass().getClassLoader(), DEFAULT_STRATEGYFACTORY_CLASS)__                }_                factory = this.getCamelContext().getClassResolver().resolveClass(DEFAULT_STRATEGYFACTORY_CLASS, this.getClass().getClassLoader())__            } catch (Exception e) {_                if (log.isTraceEnabled()) {_                    log.trace("Cannot load class: {} using classloader: " + this.getClass().getClassLoader(), DEFAULT_STRATEGYFACTORY_CLASS, e)__                }_            }__            if (factory == null) {_                throw new TypeNotPresentException(DEFAULT_STRATEGYFACTORY_CLASS + " class not found", null)__            }_        }__        try {_            Method factoryMethod = factory.getMethod("createGenericFileProcessStrategy", CamelContext.class, Map.class)__            Map<String, Object> params = getParamsAsMap()__            log.debug("Parameters for Generic file process strategy {}", params)__            return (GenericFileProcessStrategy<T>) ObjectHelper.invokeMethod(factoryMethod, null, getCamelContext(), params)__        } catch (NoSuchMethodException e) {_            throw new TypeNotPresentException(factory.getSimpleName() + ".createGenericFileProcessStrategy method not found", e)__        }_    };a,strategy,method,to,lazily,create,the,file,strategy;suppress,warnings,unchecked,protected,generic,file,process,strategy,t,create,generic,file,strategy,class,factory,null,try,factory,finder,finder,get,camel,context,get,factory,finder,meta,inf,services,org,apache,camel,component,log,trace,using,factory,finder,finder,factory,finder,find,class,get,scheme,strategy,factory,camel,context,class,catch,class,not,found,exception,e,log,trace,strategy,factory,class,not,found,e,catch,ioexception,e,log,trace,no,strategy,factory,defined,in,meta,inf,services,org,apache,camel,component,e,if,factory,null,try,log,trace,using,class,resolver,to,resolve,class,factory,this,get,camel,context,get,class,resolver,resolve,class,catch,exception,e,log,trace,cannot,load,class,e,try,if,log,is,trace,enabled,log,trace,using,classloader,to,resolve,class,this,get,class,get,class,loader,factory,this,get,camel,context,get,class,resolver,resolve,class,this,get,class,get,class,loader,catch,exception,e,if,log,is,trace,enabled,log,trace,cannot,load,class,using,classloader,this,get,class,get,class,loader,e,if,factory,null,throw,new,type,not,present,exception,class,not,found,null,try,method,factory,method,factory,get,method,create,generic,file,process,strategy,camel,context,class,map,class,map,string,object,params,get,params,as,map,log,debug,parameters,for,generic,file,process,strategy,params,return,generic,file,process,strategy,t,object,helper,invoke,method,factory,method,null,get,camel,context,params,catch,no,such,method,exception,e,throw,new,type,not,present,exception,factory,get,simple,name,create,generic,file,process,strategy,method,not,found,e
GenericFileEndpoint -> @SuppressWarnings("unchecked")     protected GenericFileProcessStrategy<T> createGenericFileStrategy();1549345447;A strategy method to lazily create the file strategy;@SuppressWarnings("unchecked")_    protected GenericFileProcessStrategy<T> createGenericFileStrategy() {_        Class<?> factory = null__        try {_            FactoryFinder finder = getCamelContext().getFactoryFinder("META-INF/services/org/apache/camel/component/")__            log.trace("Using FactoryFinder: {}", finder)__            factory = finder.findClass(getScheme(), "strategy.factory.", CamelContext.class)__        } catch (ClassNotFoundException e) {_            log.trace("'strategy.factory.class' not found", e)__        } catch (IOException e) {_            log.trace("No strategy factory defined in 'META-INF/services/org/apache/camel/component/'", e)__        }__        if (factory == null) {_            _            try {_                log.trace("Using ClassResolver to resolve class: {}", DEFAULT_STRATEGYFACTORY_CLASS)__                factory = this.getCamelContext().getClassResolver().resolveClass(DEFAULT_STRATEGYFACTORY_CLASS)__            } catch (Exception e) {_                log.trace("Cannot load class: {}", DEFAULT_STRATEGYFACTORY_CLASS, e)__            }_            _            try {_                if (log.isTraceEnabled()) {_                    log.trace("Using classloader: {} to resolve class: {}", this.getClass().getClassLoader(), DEFAULT_STRATEGYFACTORY_CLASS)__                }_                factory = this.getCamelContext().getClassResolver().resolveClass(DEFAULT_STRATEGYFACTORY_CLASS, this.getClass().getClassLoader())__            } catch (Exception e) {_                if (log.isTraceEnabled()) {_                    log.trace("Cannot load class: {} using classloader: " + this.getClass().getClassLoader(), DEFAULT_STRATEGYFACTORY_CLASS, e)__                }_            }__            if (factory == null) {_                throw new TypeNotPresentException(DEFAULT_STRATEGYFACTORY_CLASS + " class not found", null)__            }_        }__        try {_            Method factoryMethod = factory.getMethod("createGenericFileProcessStrategy", CamelContext.class, Map.class)__            Map<String, Object> params = getParamsAsMap()__            log.debug("Parameters for Generic file process strategy {}", params)__            return (GenericFileProcessStrategy<T>) ObjectHelper.invokeMethod(factoryMethod, null, getCamelContext(), params)__        } catch (NoSuchMethodException e) {_            throw new TypeNotPresentException(factory.getSimpleName() + ".createGenericFileProcessStrategy method not found", e)__        }_    };a,strategy,method,to,lazily,create,the,file,strategy;suppress,warnings,unchecked,protected,generic,file,process,strategy,t,create,generic,file,strategy,class,factory,null,try,factory,finder,finder,get,camel,context,get,factory,finder,meta,inf,services,org,apache,camel,component,log,trace,using,factory,finder,finder,factory,finder,find,class,get,scheme,strategy,factory,camel,context,class,catch,class,not,found,exception,e,log,trace,strategy,factory,class,not,found,e,catch,ioexception,e,log,trace,no,strategy,factory,defined,in,meta,inf,services,org,apache,camel,component,e,if,factory,null,try,log,trace,using,class,resolver,to,resolve,class,factory,this,get,camel,context,get,class,resolver,resolve,class,catch,exception,e,log,trace,cannot,load,class,e,try,if,log,is,trace,enabled,log,trace,using,classloader,to,resolve,class,this,get,class,get,class,loader,factory,this,get,camel,context,get,class,resolver,resolve,class,this,get,class,get,class,loader,catch,exception,e,if,log,is,trace,enabled,log,trace,cannot,load,class,using,classloader,this,get,class,get,class,loader,e,if,factory,null,throw,new,type,not,present,exception,class,not,found,null,try,method,factory,method,factory,get,method,create,generic,file,process,strategy,camel,context,class,map,class,map,string,object,params,get,params,as,map,log,debug,parameters,for,generic,file,process,strategy,params,return,generic,file,process,strategy,t,object,helper,invoke,method,factory,method,null,get,camel,context,params,catch,no,such,method,exception,e,throw,new,type,not,present,exception,factory,get,simple,name,create,generic,file,process,strategy,method,not,found,e
GenericFileEndpoint -> @SuppressWarnings("unchecked")     protected GenericFileProcessStrategy<T> createGenericFileStrategy();1549345604;A strategy method to lazily create the file strategy;@SuppressWarnings("unchecked")_    protected GenericFileProcessStrategy<T> createGenericFileStrategy() {_        Class<?> factory = null__        try {_            FactoryFinder finder = getCamelContext().getFactoryFinder("META-INF/services/org/apache/camel/component/")__            log.trace("Using FactoryFinder: {}", finder)__            factory = finder.findClass(getScheme(), "strategy.factory.", CamelContext.class)__        } catch (ClassNotFoundException e) {_            log.trace("'strategy.factory.class' not found", e)__        } catch (IOException e) {_            log.trace("No strategy factory defined in 'META-INF/services/org/apache/camel/component/'", e)__        }__        if (factory == null) {_            _            try {_                log.trace("Using ClassResolver to resolve class: {}", DEFAULT_STRATEGYFACTORY_CLASS)__                factory = this.getCamelContext().getClassResolver().resolveClass(DEFAULT_STRATEGYFACTORY_CLASS)__            } catch (Exception e) {_                log.trace("Cannot load class: {}", DEFAULT_STRATEGYFACTORY_CLASS, e)__            }_            _            try {_                if (log.isTraceEnabled()) {_                    log.trace("Using classloader: {} to resolve class: {}", this.getClass().getClassLoader(), DEFAULT_STRATEGYFACTORY_CLASS)__                }_                factory = this.getCamelContext().getClassResolver().resolveClass(DEFAULT_STRATEGYFACTORY_CLASS, this.getClass().getClassLoader())__            } catch (Exception e) {_                if (log.isTraceEnabled()) {_                    log.trace("Cannot load class: {} using classloader: " + this.getClass().getClassLoader(), DEFAULT_STRATEGYFACTORY_CLASS, e)__                }_            }__            if (factory == null) {_                throw new TypeNotPresentException(DEFAULT_STRATEGYFACTORY_CLASS + " class not found", null)__            }_        }__        try {_            Method factoryMethod = factory.getMethod("createGenericFileProcessStrategy", CamelContext.class, Map.class)__            Map<String, Object> params = getParamsAsMap()__            log.debug("Parameters for Generic file process strategy {}", params)__            return (GenericFileProcessStrategy<T>) ObjectHelper.invokeMethod(factoryMethod, null, getCamelContext(), params)__        } catch (NoSuchMethodException e) {_            throw new TypeNotPresentException(factory.getSimpleName() + ".createGenericFileProcessStrategy method not found", e)__        }_    };a,strategy,method,to,lazily,create,the,file,strategy;suppress,warnings,unchecked,protected,generic,file,process,strategy,t,create,generic,file,strategy,class,factory,null,try,factory,finder,finder,get,camel,context,get,factory,finder,meta,inf,services,org,apache,camel,component,log,trace,using,factory,finder,finder,factory,finder,find,class,get,scheme,strategy,factory,camel,context,class,catch,class,not,found,exception,e,log,trace,strategy,factory,class,not,found,e,catch,ioexception,e,log,trace,no,strategy,factory,defined,in,meta,inf,services,org,apache,camel,component,e,if,factory,null,try,log,trace,using,class,resolver,to,resolve,class,factory,this,get,camel,context,get,class,resolver,resolve,class,catch,exception,e,log,trace,cannot,load,class,e,try,if,log,is,trace,enabled,log,trace,using,classloader,to,resolve,class,this,get,class,get,class,loader,factory,this,get,camel,context,get,class,resolver,resolve,class,this,get,class,get,class,loader,catch,exception,e,if,log,is,trace,enabled,log,trace,cannot,load,class,using,classloader,this,get,class,get,class,loader,e,if,factory,null,throw,new,type,not,present,exception,class,not,found,null,try,method,factory,method,factory,get,method,create,generic,file,process,strategy,camel,context,class,map,class,map,string,object,params,get,params,as,map,log,debug,parameters,for,generic,file,process,strategy,params,return,generic,file,process,strategy,t,object,helper,invoke,method,factory,method,null,get,camel,context,params,catch,no,such,method,exception,e,throw,new,type,not,present,exception,factory,get,simple,name,create,generic,file,process,strategy,method,not,found,e
