# id;timestamp;commentText;codeText;commentWords;codeWords
HttpComponentsClientHttpRequestFactory -> @Override 	public void destroy() throws Exception;1377627757;Shutdown hook that closes the underlying_{@link org.apache.http.conn.ClientConnectionManager ClientConnectionManager}'s_connection pool, if any.;@Override_	public void destroy() throws Exception {_		getHttpClient().getConnectionManager().shutdown()__	};shutdown,hook,that,closes,the,underlying,link,org,apache,http,conn,client,connection,manager,client,connection,manager,s,connection,pool,if,any;override,public,void,destroy,throws,exception,get,http,client,get,connection,manager,shutdown
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1394469729;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1394472663;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1412780546;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1414442939;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1419262267;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1419842214;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1420464527;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1426623891;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1434384787;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1436200220;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1438251337;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1449660489;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1467375086;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1467667302;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1468600707;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1495868221;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1496837955;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1497453044;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1498780456;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1500416137;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory.;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1520890308;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory._@since 4.0;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory,since,4,0;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setBufferRequestBody(boolean bufferRequestBody);1523025317;Indicates whether this request factory should buffer the request body internally._<p>Default is {@code true}. When sending large amounts of data via POST or PUT, it is_recommended to change this property to {@code false}, so as not to run out of memory._@since 4.0;public void setBufferRequestBody(boolean bufferRequestBody) {_		this.bufferRequestBody = bufferRequestBody__	};indicates,whether,this,request,factory,should,buffer,the,request,body,internally,p,default,is,code,true,when,sending,large,amounts,of,data,via,post,or,put,it,is,recommended,to,change,this,property,to,code,false,so,as,not,to,run,out,of,memory,since,4,0;public,void,set,buffer,request,body,boolean,buffer,request,body,this,buffer,request,body,buffer,request,body
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1328020251;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1340398642;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1340648015;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1349872133;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1356735495;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1357119239;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1368482696;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1374115410;Set the {@code HttpClient} used by this factory.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,by,this,factory;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1377627757;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1383232235;Set the {@code HttpClient} used for_<p>_As of Spring Framework 4 the given client is expected to be of type_CloseableHttpClient (requiring HttpClient 4.3+).__{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__        this.httpClient = (CloseableHttpClient) httpClient__    };set,the,code,http,client,used,for,p,as,of,spring,framework,4,the,given,client,is,expected,to,be,of,type,closeable,http,client,requiring,http,client,4,3,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1391439900;Set the {@code HttpClient} used for_<p>_As of Spring Framework 4 the given client is expected to be of type_CloseableHttpClient (requiring HttpClient 4.3+).__{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__        this.httpClient = (CloseableHttpClient) httpClient__    };set,the,code,http,client,used,for,p,as,of,spring,framework,4,the,given,client,is,expected,to,be,of,type,closeable,http,client,requiring,http,client,4,3,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1394111906;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_CloseableHttpClient (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__        this.httpClient = (CloseableHttpClient) httpClient__    };set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1394469729;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_CloseableHttpClient (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__        this.httpClient = (CloseableHttpClient) httpClient__    };set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1394472663;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_{@link CloseableHttpClient} (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__        this.httpClient = (CloseableHttpClient) httpClient__    };set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,link,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1412780546;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_{@link CloseableHttpClient} (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__		this.httpClient = (CloseableHttpClient) httpClient__	};set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,link,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1414442939;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_{@link CloseableHttpClient} (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__		this.httpClient = (CloseableHttpClient) httpClient__	};set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,link,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1419262267;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_{@link CloseableHttpClient} (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__		this.httpClient = (CloseableHttpClient) httpClient__	};set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,link,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1419842214;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_{@link CloseableHttpClient} (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__		this.httpClient = (CloseableHttpClient) httpClient__	};set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,link,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1420464527;Set the {@code HttpClient} used for_<p>As of Spring Framework 4.0, the given client is expected to be of type_{@link CloseableHttpClient} (requiring HttpClient 4.3+).;public void setHttpClient(HttpClient httpClient) {_		Assert.isInstanceOf(CloseableHttpClient.class, httpClient, "'httpClient' is not of type CloseableHttpClient")__		this.httpClient = (CloseableHttpClient) httpClient__	};set,the,code,http,client,used,for,p,as,of,spring,framework,4,0,the,given,client,is,expected,to,be,of,type,link,closeable,http,client,requiring,http,client,4,3;public,void,set,http,client,http,client,http,client,assert,is,instance,of,closeable,http,client,class,http,client,http,client,is,not,of,type,closeable,http,client,this,http,client,closeable,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1426623891;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1434384787;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1436200220;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1438251337;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1449660489;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1467375086;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1467667302;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1468600707;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
