# id;timestamp;commentText;codeText;commentWords;codeWords
AntPathMatcher -> public AntPathMatcher(String pathSeparator);1405378164;Create a new AntPathMatcher._@param pathSeparator the path separator to use_@since 4.1;public AntPathMatcher(String pathSeparator) {_		if(pathSeparator != null) {_			this.pathSeparator = pathSeparator__		}_	};create,a,new,ant,path,matcher,param,path,separator,the,path,separator,to,use,since,4,1;public,ant,path,matcher,string,path,separator,if,path,separator,null,this,path,separator,path,separator
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1328020251;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:<br> '*'_means zero or more characters<br> '?' means one and only one character_@param pattern pattern to match against. Must not be <code>null</code>._@param str string which must be matched against the pattern. Must not be <code>null</code>._@return <code>true</code> if the string matches against the pattern, or <code>false</code> otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = new AntPathStringMatcher(pattern, str, uriTemplateVariables)__		return matcher.matchStrings()__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,code,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,code,return,code,true,code,if,the,string,matches,against,the,pattern,or,code,false,code,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,new,ant,path,string,matcher,pattern,str,uri,template,variables,return,matcher,match,strings
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1333393580;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:<br> '*'_means zero or more characters<br> '?' means one and only one character_@param pattern pattern to match against. Must not be <code>null</code>._@param str string which must be matched against the pattern. Must not be <code>null</code>._@return <code>true</code> if the string matches against the pattern, or <code>false</code> otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = new AntPathStringMatcher(pattern, str, uriTemplateVariables)__		return matcher.matchStrings()__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,code,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,code,return,code,true,code,if,the,string,matches,against,the,pattern,or,code,false,code,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,new,ant,path,string,matcher,pattern,str,uri,template,variables,return,matcher,match,strings
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1347310630;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:<br> '*'_means zero or more characters<br> '?' means one and only one character_@param pattern pattern to match against. Must not be <code>null</code>._@param str string which must be matched against the pattern. Must not be <code>null</code>._@return <code>true</code> if the string matches against the pattern, or <code>false</code> otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,code,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,code,return,code,true,code,if,the,string,matches,against,the,pattern,or,code,false,code,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1355351965;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:_<br>'*' means zero or more characters_<br>'?' means one and only one character_@param pattern pattern to match against. Must not be <code>null</code>._@param str string which must be matched against the pattern. Must not be <code>null</code>._@return <code>true</code> if the string matches against the pattern, or <code>false</code> otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,code,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,code,return,code,true,code,if,the,string,matches,against,the,pattern,or,code,false,code,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1356735495;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:_<br>'*' means zero or more characters_<br>'?' means one and only one character_@param pattern pattern to match against. Must not be {@code null}._@param str string which must be matched against the pattern. Must not be {@code null}._@return {@code true} if the string matches against the pattern, or {@code false} otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1357119239;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:_<br>'*' means zero or more characters_<br>'?' means one and only one character_@param pattern pattern to match against. Must not be {@code null}._@param str string which must be matched against the pattern. Must not be {@code null}._@return {@code true} if the string matches against the pattern, or {@code false} otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1362408075;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:_<br>'*' means zero or more characters_<br>'?' means one and only one character_@param pattern pattern to match against. Must not be {@code null}._@param str string which must be matched against the pattern. Must not be {@code null}._@return {@code true} if the string matches against the pattern, or {@code false} otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1368482696;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:_<br>'*' means zero or more characters_<br>'?' means one and only one character_@param pattern pattern to match against. Must not be {@code null}._@param str string which must be matched against the pattern. Must not be {@code null}._@return {@code true} if the string matches against the pattern, or {@code false} otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1377725408;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:_<br>'*' means zero or more characters_<br>'?' means one and only one character_@param pattern pattern to match against. Must not be {@code null}._@param str string which must be matched against the pattern. Must not be {@code null}._@return {@code true} if the string matches against the pattern, or {@code false} otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1377735685;Tests whether or not a string matches against a pattern. The pattern may contain two special characters:_<br>'*' means zero or more characters_<br>'?' means one and only one character_@param pattern pattern to match against. Must not be {@code null}._@param str string which must be matched against the pattern. Must not be {@code null}._@return {@code true} if the string matches against the pattern, or {@code false} otherwise.;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		AntPathStringMatcher matcher = this.stringMatcherCache.get(pattern)__		if (matcher == null) {_			matcher = new AntPathStringMatcher(pattern)__			this.stringMatcherCache.put(pattern, matcher)__		}_		return matcher.matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,the,pattern,may,contain,two,special,characters,br,means,zero,or,more,characters,br,means,one,and,only,one,character,param,pattern,pattern,to,match,against,must,not,be,code,null,param,str,string,which,must,be,matched,against,the,pattern,must,not,be,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,ant,path,string,matcher,matcher,this,string,matcher,cache,get,pattern,if,matcher,null,matcher,new,ant,path,string,matcher,pattern,this,string,matcher,cache,put,pattern,matcher,return,matcher,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1383090798;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1383157688;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1385501137;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1388766826;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1402512669;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1402512669;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1402512669;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1405378164;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1405378165;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1405696918;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1409784938;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1412083966;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1412101078;Tests whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};tests,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1431086052;Test whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};test,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1431178173;Test whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};test,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1434572159;Test whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};test,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1435239719;Test whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};test,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1438166321;Test whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};test,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
AntPathMatcher -> private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables);1455100778;Test whether or not a string matches against a pattern._@param pattern the pattern to match against (never {@code null})_@param str the String which must be matched against the pattern (never {@code null})_@return {@code true} if the string matches against the pattern, or {@code false} otherwise;private boolean matchStrings(String pattern, String str, Map<String, String> uriTemplateVariables) {_		return getStringMatcher(pattern).matchStrings(str, uriTemplateVariables)__	};test,whether,or,not,a,string,matches,against,a,pattern,param,pattern,the,pattern,to,match,against,never,code,null,param,str,the,string,which,must,be,matched,against,the,pattern,never,code,null,return,code,true,if,the,string,matches,against,the,pattern,or,code,false,otherwise;private,boolean,match,strings,string,pattern,string,str,map,string,string,uri,template,variables,return,get,string,matcher,pattern,match,strings,str,uri,template,variables
