# id;timestamp;commentText;codeText;commentWords;codeWords
UnsortedGrouping -> public <R> GroupReduceOperator<T, R> reduceGroup(GroupReduceFunction<T, R> reducer);1406821655;Applies a GroupReduce transformation on a grouped {@link DataSet}.<br/>_The transformation calls a {@link org.apache.flink.api.java.functions.RichGroupReduceFunction} for each group of the DataSet._A GroupReduceFunction can iterate over all elements of a group and emit any_number of output elements including none.__@param reducer The GroupReduceFunction that is applied on each group of the DataSet._@return A GroupReduceOperator that represents the reduced DataSet.__@see org.apache.flink.api.java.functions.RichGroupReduceFunction_@see GroupReduceOperator_@see DataSet;public <R> GroupReduceOperator<T, R> reduceGroup(GroupReduceFunction<T, R> reducer) {_		if (reducer == null) {_			throw new NullPointerException("GroupReduce function must not be null.")__		}_		if (FunctionUtils.isSerializedLambdaFunction(reducer)) {_			throw new UnsupportedLambdaExpressionException()__		}_		return new GroupReduceOperator<T, R>(this, reducer)__	};applies,a,group,reduce,transformation,on,a,grouped,link,data,set,br,the,transformation,calls,a,link,org,apache,flink,api,java,functions,rich,group,reduce,function,for,each,group,of,the,data,set,a,group,reduce,function,can,iterate,over,all,elements,of,a,group,and,emit,any,number,of,output,elements,including,none,param,reducer,the,group,reduce,function,that,is,applied,on,each,group,of,the,data,set,return,a,group,reduce,operator,that,represents,the,reduced,data,set,see,org,apache,flink,api,java,functions,rich,group,reduce,function,see,group,reduce,operator,see,data,set;public,r,group,reduce,operator,t,r,reduce,group,group,reduce,function,t,r,reducer,if,reducer,null,throw,new,null,pointer,exception,group,reduce,function,must,not,be,null,if,function,utils,is,serialized,lambda,function,reducer,throw,new,unsupported,lambda,expression,exception,return,new,group,reduce,operator,t,r,this,reducer
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1427300031;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.</br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br/>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.dataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1444400661;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.</br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br/>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.dataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1446112342;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.<br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.dataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1449526313;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.<br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.dataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1453803455;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.<br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.inputDataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,input,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1454428544;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.<br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.inputDataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,input,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1454679829;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.<br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.inputDataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,input,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1462899491;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.<br>_<b>Note: Only groups of Tuple elements and Pojos can be sorted.</b><br>_Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.inputDataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,br,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,br,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,input,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public SortedGrouping<T> sortGroup(int field, Order order);1500970016;Sorts {@link org.apache.flink.api.java.tuple.Tuple} elements within a group on the specified field in the specified {@link Order}.__<p><b>Note: Only groups of Tuple elements and Pojos can be sorted.</b>__<p>Groups can be sorted by multiple fields by chaining {@link #sortGroup(int, Order)} calls.__@param field The Tuple field on which the group is sorted._@param order The Order in which the specified Tuple field is sorted._@return A SortedGrouping with specified order of group element.__@see org.apache.flink.api.java.tuple.Tuple_@see Order;public SortedGrouping<T> sortGroup(int field, Order order) {_		if (this.getKeys() instanceof Keys.SelectorFunctionKeys) {_			throw new InvalidProgramException("KeySelector grouping keys and field index group-sorting keys cannot be used together.")__		}__		SortedGrouping<T> sg = new SortedGrouping<T>(this.inputDataSet, this.keys, field, order)__		sg.customPartitioner = getCustomPartitioner()__		return sg__	};sorts,link,org,apache,flink,api,java,tuple,tuple,elements,within,a,group,on,the,specified,field,in,the,specified,link,order,p,b,note,only,groups,of,tuple,elements,and,pojos,can,be,sorted,b,p,groups,can,be,sorted,by,multiple,fields,by,chaining,link,sort,group,int,order,calls,param,field,the,tuple,field,on,which,the,group,is,sorted,param,order,the,order,in,which,the,specified,tuple,field,is,sorted,return,a,sorted,grouping,with,specified,order,of,group,element,see,org,apache,flink,api,java,tuple,tuple,see,order;public,sorted,grouping,t,sort,group,int,field,order,order,if,this,get,keys,instanceof,keys,selector,function,keys,throw,new,invalid,program,exception,key,selector,grouping,keys,and,field,index,group,sorting,keys,cannot,be,used,together,sorted,grouping,t,sg,new,sorted,grouping,t,this,input,data,set,this,keys,field,order,sg,custom,partitioner,get,custom,partitioner,return,sg
UnsortedGrouping -> public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner);1427300031;Applies a CombineFunction on a grouped {@link DataSet}._A CombineFunction is similar to a GroupReduceFunction but does not perform a full data exchange. Instead, the_CombineFunction calls the combine method once per partition for combining a group of results. This_operator is suitable for combining values into an intermediate format before doing a proper groupReduce where_the data is shuffled across the node for further reduction. The GroupReduce operator can also be supplied with_a combiner by implementing the RichGroupReduce function. The combine method of the RichGroupReduce function_demands input and output type to be the same. The CombineFunction, on the other side, can have an arbitrary_output type._@param combiner The CombineFunction that is applied on the DataSet._@return A GroupCombineOperator which represents the combined DataSet.;public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner) {_		if (combiner == null) {_			throw new NullPointerException("GroupReduce function must not be null.")__		}_		TypeInformation<R> resultType = TypeExtractor.getGroupCombineReturnTypes(combiner, this.getDataSet().getType())___		return new GroupCombineOperator<T, R>(this, resultType, dataSet.clean(combiner), Utils.getCallLocationName())__	};applies,a,combine,function,on,a,grouped,link,data,set,a,combine,function,is,similar,to,a,group,reduce,function,but,does,not,perform,a,full,data,exchange,instead,the,combine,function,calls,the,combine,method,once,per,partition,for,combining,a,group,of,results,this,operator,is,suitable,for,combining,values,into,an,intermediate,format,before,doing,a,proper,group,reduce,where,the,data,is,shuffled,across,the,node,for,further,reduction,the,group,reduce,operator,can,also,be,supplied,with,a,combiner,by,implementing,the,rich,group,reduce,function,the,combine,method,of,the,rich,group,reduce,function,demands,input,and,output,type,to,be,the,same,the,combine,function,on,the,other,side,can,have,an,arbitrary,output,type,param,combiner,the,combine,function,that,is,applied,on,the,data,set,return,a,group,combine,operator,which,represents,the,combined,data,set;public,r,group,combine,operator,t,r,combine,group,group,combine,function,t,r,combiner,if,combiner,null,throw,new,null,pointer,exception,group,reduce,function,must,not,be,null,type,information,r,result,type,type,extractor,get,group,combine,return,types,combiner,this,get,data,set,get,type,return,new,group,combine,operator,t,r,this,result,type,data,set,clean,combiner,utils,get,call,location,name
UnsortedGrouping -> public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner);1444400661;Applies a GroupCombineFunction on a grouped {@link DataSet}._A GroupCombineFunction is similar to a GroupReduceFunction but does not perform a full data exchange. Instead, the_CombineFunction calls the combine method once per partition for combining a group of results. This_operator is suitable for combining values into an intermediate format before doing a proper groupReduce where_the data is shuffled across the node for further reduction. The GroupReduce operator can also be supplied with_a combiner by implementing the RichGroupReduce function. The combine method of the RichGroupReduce function_demands input and output type to be the same. The CombineFunction, on the other side, can have an arbitrary_output type._@param combiner The GroupCombineFunction that is applied on the DataSet._@return A GroupCombineOperator which represents the combined DataSet.;public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner) {_		if (combiner == null) {_			throw new NullPointerException("GroupCombine function must not be null.")__		}_		TypeInformation<R> resultType = TypeExtractor.getGroupCombineReturnTypes(combiner, this.getDataSet().getType())___		return new GroupCombineOperator<T, R>(this, resultType, dataSet.clean(combiner), Utils.getCallLocationName())__	};applies,a,group,combine,function,on,a,grouped,link,data,set,a,group,combine,function,is,similar,to,a,group,reduce,function,but,does,not,perform,a,full,data,exchange,instead,the,combine,function,calls,the,combine,method,once,per,partition,for,combining,a,group,of,results,this,operator,is,suitable,for,combining,values,into,an,intermediate,format,before,doing,a,proper,group,reduce,where,the,data,is,shuffled,across,the,node,for,further,reduction,the,group,reduce,operator,can,also,be,supplied,with,a,combiner,by,implementing,the,rich,group,reduce,function,the,combine,method,of,the,rich,group,reduce,function,demands,input,and,output,type,to,be,the,same,the,combine,function,on,the,other,side,can,have,an,arbitrary,output,type,param,combiner,the,group,combine,function,that,is,applied,on,the,data,set,return,a,group,combine,operator,which,represents,the,combined,data,set;public,r,group,combine,operator,t,r,combine,group,group,combine,function,t,r,combiner,if,combiner,null,throw,new,null,pointer,exception,group,combine,function,must,not,be,null,type,information,r,result,type,type,extractor,get,group,combine,return,types,combiner,this,get,data,set,get,type,return,new,group,combine,operator,t,r,this,result,type,data,set,clean,combiner,utils,get,call,location,name
UnsortedGrouping -> public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner);1446112342;Applies a GroupCombineFunction on a grouped {@link DataSet}._A GroupCombineFunction is similar to a GroupReduceFunction but does not perform a full data exchange. Instead, the_CombineFunction calls the combine method once per partition for combining a group of results. This_operator is suitable for combining values into an intermediate format before doing a proper groupReduce where_the data is shuffled across the node for further reduction. The GroupReduce operator can also be supplied with_a combiner by implementing the RichGroupReduce function. The combine method of the RichGroupReduce function_demands input and output type to be the same. The CombineFunction, on the other side, can have an arbitrary_output type._@param combiner The GroupCombineFunction that is applied on the DataSet._@return A GroupCombineOperator which represents the combined DataSet.;public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner) {_		if (combiner == null) {_			throw new NullPointerException("GroupCombine function must not be null.")__		}_		TypeInformation<R> resultType = TypeExtractor.getGroupCombineReturnTypes(combiner, this.getDataSet().getType())___		return new GroupCombineOperator<T, R>(this, resultType, dataSet.clean(combiner), Utils.getCallLocationName())__	};applies,a,group,combine,function,on,a,grouped,link,data,set,a,group,combine,function,is,similar,to,a,group,reduce,function,but,does,not,perform,a,full,data,exchange,instead,the,combine,function,calls,the,combine,method,once,per,partition,for,combining,a,group,of,results,this,operator,is,suitable,for,combining,values,into,an,intermediate,format,before,doing,a,proper,group,reduce,where,the,data,is,shuffled,across,the,node,for,further,reduction,the,group,reduce,operator,can,also,be,supplied,with,a,combiner,by,implementing,the,rich,group,reduce,function,the,combine,method,of,the,rich,group,reduce,function,demands,input,and,output,type,to,be,the,same,the,combine,function,on,the,other,side,can,have,an,arbitrary,output,type,param,combiner,the,group,combine,function,that,is,applied,on,the,data,set,return,a,group,combine,operator,which,represents,the,combined,data,set;public,r,group,combine,operator,t,r,combine,group,group,combine,function,t,r,combiner,if,combiner,null,throw,new,null,pointer,exception,group,combine,function,must,not,be,null,type,information,r,result,type,type,extractor,get,group,combine,return,types,combiner,this,get,data,set,get,type,return,new,group,combine,operator,t,r,this,result,type,data,set,clean,combiner,utils,get,call,location,name
UnsortedGrouping -> public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner);1449526313;Applies a GroupCombineFunction on a grouped {@link DataSet}._A GroupCombineFunction is similar to a GroupReduceFunction but does not perform a full data exchange. Instead, the_CombineFunction calls the combine method once per partition for combining a group of results. This_operator is suitable for combining values into an intermediate format before doing a proper groupReduce where_the data is shuffled across the node for further reduction. The GroupReduce operator can also be supplied with_a combiner by implementing the RichGroupReduce function. The combine method of the RichGroupReduce function_demands input and output type to be the same. The CombineFunction, on the other side, can have an arbitrary_output type._@param combiner The GroupCombineFunction that is applied on the DataSet._@return A GroupCombineOperator which represents the combined DataSet.;public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner) {_		if (combiner == null) {_			throw new NullPointerException("GroupCombine function must not be null.")__		}_		TypeInformation<R> resultType = TypeExtractor.getGroupCombineReturnTypes(combiner,_				this.getDataSet().getType(), Utils.getCallLocationName(), true)___		return new GroupCombineOperator<T, R>(this, resultType, dataSet.clean(combiner), Utils.getCallLocationName())__	};applies,a,group,combine,function,on,a,grouped,link,data,set,a,group,combine,function,is,similar,to,a,group,reduce,function,but,does,not,perform,a,full,data,exchange,instead,the,combine,function,calls,the,combine,method,once,per,partition,for,combining,a,group,of,results,this,operator,is,suitable,for,combining,values,into,an,intermediate,format,before,doing,a,proper,group,reduce,where,the,data,is,shuffled,across,the,node,for,further,reduction,the,group,reduce,operator,can,also,be,supplied,with,a,combiner,by,implementing,the,rich,group,reduce,function,the,combine,method,of,the,rich,group,reduce,function,demands,input,and,output,type,to,be,the,same,the,combine,function,on,the,other,side,can,have,an,arbitrary,output,type,param,combiner,the,group,combine,function,that,is,applied,on,the,data,set,return,a,group,combine,operator,which,represents,the,combined,data,set;public,r,group,combine,operator,t,r,combine,group,group,combine,function,t,r,combiner,if,combiner,null,throw,new,null,pointer,exception,group,combine,function,must,not,be,null,type,information,r,result,type,type,extractor,get,group,combine,return,types,combiner,this,get,data,set,get,type,utils,get,call,location,name,true,return,new,group,combine,operator,t,r,this,result,type,data,set,clean,combiner,utils,get,call,location,name
UnsortedGrouping -> public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner);1453803455;Applies a GroupCombineFunction on a grouped {@link DataSet}._A GroupCombineFunction is similar to a GroupReduceFunction but does not perform a full data exchange. Instead, the_CombineFunction calls the combine method once per partition for combining a group of results. This_operator is suitable for combining values into an intermediate format before doing a proper groupReduce where_the data is shuffled across the node for further reduction. The GroupReduce operator can also be supplied with_a combiner by implementing the RichGroupReduce function. The combine method of the RichGroupReduce function_demands input and output type to be the same. The CombineFunction, on the other side, can have an arbitrary_output type._@param combiner The GroupCombineFunction that is applied on the DataSet._@return A GroupCombineOperator which represents the combined DataSet.;public <R> GroupCombineOperator<T, R> combineGroup(GroupCombineFunction<T, R> combiner) {_		if (combiner == null) {_			throw new NullPointerException("GroupCombine function must not be null.")__		}_		TypeInformation<R> resultType = TypeExtractor.getGroupCombineReturnTypes(combiner,_				this.getInputDataSet().getType(), Utils.getCallLocationName(), true)___		return new GroupCombineOperator<T, R>(this, resultType, inputDataSet.clean(combiner), Utils.getCallLocationName())__	};applies,a,group,combine,function,on,a,grouped,link,data,set,a,group,combine,function,is,similar,to,a,group,reduce,function,but,does,not,perform,a,full,data,exchange,instead,the,combine,function,calls,the,combine,method,once,per,partition,for,combining,a,group,of,results,this,operator,is,suitable,for,combining,values,into,an,intermediate,format,before,doing,a,proper,group,reduce,where,the,data,is,shuffled,across,the,node,for,further,reduction,the,group,reduce,operator,can,also,be,supplied,with,a,combiner,by,implementing,the,rich,group,reduce,function,the,combine,method,of,the,rich,group,reduce,function,demands,input,and,output,type,to,be,the,same,the,combine,function,on,the,other,side,can,have,an,arbitrary,output,type,param,combiner,the,group,combine,function,that,is,applied,on,the,data,set,return,a,group,combine,operator,which,represents,the,combined,data,set;public,r,group,combine,operator,t,r,combine,group,group,combine,function,t,r,combiner,if,combiner,null,throw,new,null,pointer,exception,group,combine,function,must,not,be,null,type,information,r,result,type,type,extractor,get,group,combine,return,types,combiner,this,get,input,data,set,get,type,utils,get,call,location,name,true,return,new,group,combine,operator,t,r,this,result,type,input,data,set,clean,combiner,utils,get,call,location,name
