# id;timestamp;commentText;codeText;commentWords;codeWords
InternalOrder -> public static boolean isKeyDesc(BucketOrder order);1524684173;Determine if the ordering strategy is sorting on bucket key descending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket key descending, {@code false} otherwise.;public static boolean isKeyDesc(BucketOrder order) {_        return isOrder(order, KEY_DESC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,key,descending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,key,descending,code,false,otherwise;public,static,boolean,is,key,desc,bucket,order,order,return,is,order,order
InternalOrder -> Streams -> public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException;1524684173;Write a {@link BucketOrder} to a {@link StreamOutput}.__@param order order to write to the stream._@param out   stream to write the order to._@throws IOException on error writing to the stream.;public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException {_            out.writeByte(order.id())__            if (order instanceof Aggregation) {_                Aggregation aggregationOrder = (Aggregation) order__                out.writeBoolean(aggregationOrder.asc)__                out.writeString(aggregationOrder.path().toString())__            } else if (order instanceof CompoundOrder) {_                CompoundOrder compoundOrder = (CompoundOrder) order__                out.writeVInt(compoundOrder.orderElements.size())__                for (BucketOrder innerOrder : compoundOrder.orderElements) {_                    innerOrder.writeTo(out)__                }_            }_        };write,a,link,bucket,order,to,a,link,stream,output,param,order,order,to,write,to,the,stream,param,out,stream,to,write,the,order,to,throws,ioexception,on,error,writing,to,the,stream;public,static,void,write,order,bucket,order,order,stream,output,out,throws,ioexception,out,write,byte,order,id,if,order,instanceof,aggregation,aggregation,aggregation,order,aggregation,order,out,write,boolean,aggregation,order,asc,out,write,string,aggregation,order,path,to,string,else,if,order,instanceof,compound,order,compound,order,compound,order,compound,order,order,out,write,vint,compound,order,order,elements,size,for,bucket,order,inner,order,compound,order,order,elements,inner,order,write,to,out
InternalOrder -> Streams -> public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException;1537806831;Write a {@link BucketOrder} to a {@link StreamOutput}.__@param order order to write to the stream._@param out   stream to write the order to._@throws IOException on error writing to the stream.;public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException {_            out.writeByte(order.id())__            if (order instanceof Aggregation) {_                Aggregation aggregationOrder = (Aggregation) order__                out.writeBoolean(aggregationOrder.asc)__                out.writeString(aggregationOrder.path().toString())__            } else if (order instanceof CompoundOrder) {_                CompoundOrder compoundOrder = (CompoundOrder) order__                out.writeVInt(compoundOrder.orderElements.size())__                for (BucketOrder innerOrder : compoundOrder.orderElements) {_                    innerOrder.writeTo(out)__                }_            }_        };write,a,link,bucket,order,to,a,link,stream,output,param,order,order,to,write,to,the,stream,param,out,stream,to,write,the,order,to,throws,ioexception,on,error,writing,to,the,stream;public,static,void,write,order,bucket,order,order,stream,output,out,throws,ioexception,out,write,byte,order,id,if,order,instanceof,aggregation,aggregation,aggregation,order,aggregation,order,out,write,boolean,aggregation,order,asc,out,write,string,aggregation,order,path,to,string,else,if,order,instanceof,compound,order,compound,order,compound,order,compound,order,order,out,write,vint,compound,order,order,elements,size,for,bucket,order,inner,order,compound,order,order,elements,inner,order,write,to,out
InternalOrder -> Streams -> public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException;1540486836;Write a {@link BucketOrder} to a {@link StreamOutput}.__@param order order to write to the stream._@param out   stream to write the order to._@throws IOException on error writing to the stream.;public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException {_            out.writeByte(order.id())__            if (order instanceof Aggregation) {_                Aggregation aggregationOrder = (Aggregation) order__                out.writeBoolean(aggregationOrder.asc)__                out.writeString(aggregationOrder.path().toString())__            } else if (order instanceof CompoundOrder) {_                CompoundOrder compoundOrder = (CompoundOrder) order__                out.writeVInt(compoundOrder.orderElements.size())__                for (BucketOrder innerOrder : compoundOrder.orderElements) {_                    innerOrder.writeTo(out)__                }_            }_        };write,a,link,bucket,order,to,a,link,stream,output,param,order,order,to,write,to,the,stream,param,out,stream,to,write,the,order,to,throws,ioexception,on,error,writing,to,the,stream;public,static,void,write,order,bucket,order,order,stream,output,out,throws,ioexception,out,write,byte,order,id,if,order,instanceof,aggregation,aggregation,aggregation,order,aggregation,order,out,write,boolean,aggregation,order,asc,out,write,string,aggregation,order,path,to,string,else,if,order,instanceof,compound,order,compound,order,compound,order,compound,order,order,out,write,vint,compound,order,order,elements,size,for,bucket,order,inner,order,compound,order,order,elements,inner,order,write,to,out
InternalOrder -> Streams -> public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException;1540583181;Write a {@link BucketOrder} to a {@link StreamOutput}.__@param order order to write to the stream._@param out   stream to write the order to._@throws IOException on error writing to the stream.;public static void writeOrder(BucketOrder order, StreamOutput out) throws IOException {_            out.writeByte(order.id())__            if (order instanceof Aggregation) {_                Aggregation aggregationOrder = (Aggregation) order__                out.writeBoolean(aggregationOrder.asc)__                out.writeString(aggregationOrder.path().toString())__            } else if (order instanceof CompoundOrder) {_                CompoundOrder compoundOrder = (CompoundOrder) order__                out.writeVInt(compoundOrder.orderElements.size())__                for (BucketOrder innerOrder : compoundOrder.orderElements) {_                    innerOrder.writeTo(out)__                }_            }_        };write,a,link,bucket,order,to,a,link,stream,output,param,order,order,to,write,to,the,stream,param,out,stream,to,write,the,order,to,throws,ioexception,on,error,writing,to,the,stream;public,static,void,write,order,bucket,order,order,stream,output,out,throws,ioexception,out,write,byte,order,id,if,order,instanceof,aggregation,aggregation,aggregation,order,aggregation,order,out,write,boolean,aggregation,order,asc,out,write,string,aggregation,order,path,to,string,else,if,order,instanceof,compound,order,compound,order,compound,order,compound,order,order,out,write,vint,compound,order,order,elements,size,for,bucket,order,inner,order,compound,order,order,elements,inner,order,write,to,out
InternalOrder -> public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator);1524684173;Creates an ordering strategy that sorts {@link Bucket}s by some property.__@param id         unique ID for this ordering strategy._@param key        key of the property to sort on._@param asc        direction to sort by: {@code true} for ascending, {@code false} for descending._@param comparator determines how buckets will be ordered.;public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator) {_        this.id = id__        this.key = key__        this.asc = asc__        this.comparator = comparator__    };creates,an,ordering,strategy,that,sorts,link,bucket,s,by,some,property,param,id,unique,id,for,this,ordering,strategy,param,key,key,of,the,property,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,param,comparator,determines,how,buckets,will,be,ordered;public,internal,order,byte,id,string,key,boolean,asc,comparator,bucket,comparator,this,id,id,this,key,key,this,asc,asc,this,comparator,comparator
InternalOrder -> public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator);1537806831;Creates an ordering strategy that sorts {@link Bucket}s by some property.__@param id         unique ID for this ordering strategy._@param key        key of the property to sort on._@param asc        direction to sort by: {@code true} for ascending, {@code false} for descending._@param comparator determines how buckets will be ordered.;public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator) {_        this.id = id__        this.key = key__        this.asc = asc__        this.comparator = comparator__    };creates,an,ordering,strategy,that,sorts,link,bucket,s,by,some,property,param,id,unique,id,for,this,ordering,strategy,param,key,key,of,the,property,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,param,comparator,determines,how,buckets,will,be,ordered;public,internal,order,byte,id,string,key,boolean,asc,comparator,bucket,comparator,this,id,id,this,key,key,this,asc,asc,this,comparator,comparator
InternalOrder -> public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator);1540486836;Creates an ordering strategy that sorts {@link Bucket}s by some property.__@param id         unique ID for this ordering strategy._@param key        key of the property to sort on._@param asc        direction to sort by: {@code true} for ascending, {@code false} for descending._@param comparator determines how buckets will be ordered.;public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator) {_        this.id = id__        this.key = key__        this.asc = asc__        this.comparator = comparator__    };creates,an,ordering,strategy,that,sorts,link,bucket,s,by,some,property,param,id,unique,id,for,this,ordering,strategy,param,key,key,of,the,property,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,param,comparator,determines,how,buckets,will,be,ordered;public,internal,order,byte,id,string,key,boolean,asc,comparator,bucket,comparator,this,id,id,this,key,key,this,asc,asc,this,comparator,comparator
InternalOrder -> public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator);1540583181;Creates an ordering strategy that sorts {@link Bucket}s by some property.__@param id         unique ID for this ordering strategy._@param key        key of the property to sort on._@param asc        direction to sort by: {@code true} for ascending, {@code false} for descending._@param comparator determines how buckets will be ordered.;public InternalOrder(byte id, String key, boolean asc, Comparator<Bucket> comparator) {_        this.id = id__        this.key = key__        this.asc = asc__        this.comparator = comparator__    };creates,an,ordering,strategy,that,sorts,link,bucket,s,by,some,property,param,id,unique,id,for,this,ordering,strategy,param,key,key,of,the,property,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,param,comparator,determines,how,buckets,will,be,ordered;public,internal,order,byte,id,string,key,boolean,asc,comparator,bucket,comparator,this,id,id,this,key,key,this,asc,asc,this,comparator,comparator
InternalOrder -> public static boolean isCountDesc(BucketOrder order);1524684173;Determine if the ordering strategy is sorting on bucket count descending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket count descending, {@code false} otherwise.;public static boolean isCountDesc(BucketOrder order) {_        return isOrder(order, COUNT_DESC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,code,false,otherwise;public,static,boolean,is,count,desc,bucket,order,order,return,is,order,order
InternalOrder -> public static boolean isCountDesc(BucketOrder order);1537806831;Determine if the ordering strategy is sorting on bucket count descending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket count descending, {@code false} otherwise.;public static boolean isCountDesc(BucketOrder order) {_        return isOrder(order, COUNT_DESC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,code,false,otherwise;public,static,boolean,is,count,desc,bucket,order,order,return,is,order,order
InternalOrder -> public static boolean isCountDesc(BucketOrder order);1540486836;Determine if the ordering strategy is sorting on bucket count descending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket count descending, {@code false} otherwise.;public static boolean isCountDesc(BucketOrder order) {_        return isOrder(order, COUNT_DESC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,code,false,otherwise;public,static,boolean,is,count,desc,bucket,order,order,return,is,order,order
InternalOrder -> public static boolean isCountDesc(BucketOrder order);1540583181;Determine if the ordering strategy is sorting on bucket count descending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket count descending, {@code false} otherwise.;public static boolean isCountDesc(BucketOrder order) {_        return isOrder(order, COUNT_DESC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,count,descending,code,false,otherwise;public,static,boolean,is,count,desc,bucket,order,order,return,is,order,order
InternalOrder -> public static boolean isKeyAsc(BucketOrder order);1524684173;Determine if the ordering strategy is sorting on bucket key ascending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket key ascending, {@code false} otherwise.;public static boolean isKeyAsc(BucketOrder order) {_        return isOrder(order, KEY_ASC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,code,false,otherwise;public,static,boolean,is,key,asc,bucket,order,order,return,is,order,order
InternalOrder -> public static boolean isKeyAsc(BucketOrder order);1537806831;Determine if the ordering strategy is sorting on bucket key ascending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket key ascending, {@code false} otherwise.;public static boolean isKeyAsc(BucketOrder order) {_        return isOrder(order, KEY_ASC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,code,false,otherwise;public,static,boolean,is,key,asc,bucket,order,order,return,is,order,order
InternalOrder -> public static boolean isKeyAsc(BucketOrder order);1540486836;Determine if the ordering strategy is sorting on bucket key ascending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket key ascending, {@code false} otherwise.;public static boolean isKeyAsc(BucketOrder order) {_        return isOrder(order, KEY_ASC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,code,false,otherwise;public,static,boolean,is,key,asc,bucket,order,order,return,is,order,order
InternalOrder -> public static boolean isKeyAsc(BucketOrder order);1540583181;Determine if the ordering strategy is sorting on bucket key ascending.__@param order bucket ordering strategy to check._@return {@code true} if the ordering strategy is sorting on bucket key ascending, {@code false} otherwise.;public static boolean isKeyAsc(BucketOrder order) {_        return isOrder(order, KEY_ASC)__    };determine,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,param,order,bucket,ordering,strategy,to,check,return,code,true,if,the,ordering,strategy,is,sorting,on,bucket,key,ascending,code,false,otherwise;public,static,boolean,is,key,asc,bucket,order,order,return,is,order,order
InternalOrder -> CompoundOrder -> CompoundOrderComparator -> CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator);1524684173;Create a new {@code Comparator} for sorting buckets by multiple criteria.__@param compoundOrder a list of {@link BucketOrder}s to sort on, in order of priority._@param aggregator    {@link BucketOrder#comparator(Aggregator)};CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator) {_                this.compoundOrder = compoundOrder__                this.aggregator = aggregator__            };create,a,new,code,comparator,for,sorting,buckets,by,multiple,criteria,param,compound,order,a,list,of,link,bucket,order,s,to,sort,on,in,order,of,priority,param,aggregator,link,bucket,order,comparator,aggregator;compound,order,comparator,list,bucket,order,compound,order,aggregator,aggregator,this,compound,order,compound,order,this,aggregator,aggregator
InternalOrder -> CompoundOrder -> CompoundOrderComparator -> CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator);1537806831;Create a new {@code Comparator} for sorting buckets by multiple criteria.__@param compoundOrder a list of {@link BucketOrder}s to sort on, in order of priority._@param aggregator    {@link BucketOrder#comparator(Aggregator)};CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator) {_                this.compoundOrder = compoundOrder__                this.aggregator = aggregator__            };create,a,new,code,comparator,for,sorting,buckets,by,multiple,criteria,param,compound,order,a,list,of,link,bucket,order,s,to,sort,on,in,order,of,priority,param,aggregator,link,bucket,order,comparator,aggregator;compound,order,comparator,list,bucket,order,compound,order,aggregator,aggregator,this,compound,order,compound,order,this,aggregator,aggregator
InternalOrder -> CompoundOrder -> CompoundOrderComparator -> CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator);1540486836;Create a new {@code Comparator} for sorting buckets by multiple criteria.__@param compoundOrder a list of {@link BucketOrder}s to sort on, in order of priority._@param aggregator    {@link BucketOrder#comparator(Aggregator)};CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator) {_                this.compoundOrder = compoundOrder__                this.aggregator = aggregator__            };create,a,new,code,comparator,for,sorting,buckets,by,multiple,criteria,param,compound,order,a,list,of,link,bucket,order,s,to,sort,on,in,order,of,priority,param,aggregator,link,bucket,order,comparator,aggregator;compound,order,comparator,list,bucket,order,compound,order,aggregator,aggregator,this,compound,order,compound,order,this,aggregator,aggregator
InternalOrder -> CompoundOrder -> CompoundOrderComparator -> CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator);1540583181;Create a new {@code Comparator} for sorting buckets by multiple criteria.__@param compoundOrder a list of {@link BucketOrder}s to sort on, in order of priority._@param aggregator    {@link BucketOrder#comparator(Aggregator)};CompoundOrderComparator(List<BucketOrder> compoundOrder, Aggregator aggregator) {_                this.compoundOrder = compoundOrder__                this.aggregator = aggregator__            };create,a,new,code,comparator,for,sorting,buckets,by,multiple,criteria,param,compound,order,a,list,of,link,bucket,order,s,to,sort,on,in,order,of,priority,param,aggregator,link,bucket,order,comparator,aggregator;compound,order,comparator,list,bucket,order,compound,order,aggregator,aggregator,this,compound,order,compound,order,this,aggregator,aggregator
InternalOrder -> public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException;1524684173;Validate a bucket ordering strategy for an {@link Aggregator}.__@param order      bucket ordering strategy to sort on._@param aggregator aggregator to sort._@return unmodified bucket ordering strategy._@throws AggregationExecutionException if validation fails;public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException {_        if (order instanceof CompoundOrder) {_            for (BucketOrder innerOrder : ((CompoundOrder) order).orderElements) {_                validate(innerOrder, aggregator)__            }_        } else if (order instanceof Aggregation) {_            ((Aggregation) order).path().validate(aggregator)__        }_        return order__    };validate,a,bucket,ordering,strategy,for,an,link,aggregator,param,order,bucket,ordering,strategy,to,sort,on,param,aggregator,aggregator,to,sort,return,unmodified,bucket,ordering,strategy,throws,aggregation,execution,exception,if,validation,fails;public,static,bucket,order,validate,bucket,order,order,aggregator,aggregator,throws,aggregation,execution,exception,if,order,instanceof,compound,order,for,bucket,order,inner,order,compound,order,order,order,elements,validate,inner,order,aggregator,else,if,order,instanceof,aggregation,aggregation,order,path,validate,aggregator,return,order
InternalOrder -> public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException;1537806831;Validate a bucket ordering strategy for an {@link Aggregator}.__@param order      bucket ordering strategy to sort on._@param aggregator aggregator to sort._@return unmodified bucket ordering strategy._@throws AggregationExecutionException if validation fails;public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException {_        if (order instanceof CompoundOrder) {_            for (BucketOrder innerOrder : ((CompoundOrder) order).orderElements) {_                validate(innerOrder, aggregator)__            }_        } else if (order instanceof Aggregation) {_            ((Aggregation) order).path().validate(aggregator)__        }_        return order__    };validate,a,bucket,ordering,strategy,for,an,link,aggregator,param,order,bucket,ordering,strategy,to,sort,on,param,aggregator,aggregator,to,sort,return,unmodified,bucket,ordering,strategy,throws,aggregation,execution,exception,if,validation,fails;public,static,bucket,order,validate,bucket,order,order,aggregator,aggregator,throws,aggregation,execution,exception,if,order,instanceof,compound,order,for,bucket,order,inner,order,compound,order,order,order,elements,validate,inner,order,aggregator,else,if,order,instanceof,aggregation,aggregation,order,path,validate,aggregator,return,order
InternalOrder -> public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException;1540486836;Validate a bucket ordering strategy for an {@link Aggregator}.__@param order      bucket ordering strategy to sort on._@param aggregator aggregator to sort._@return unmodified bucket ordering strategy._@throws AggregationExecutionException if validation fails;public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException {_        if (order instanceof CompoundOrder) {_            for (BucketOrder innerOrder : ((CompoundOrder) order).orderElements) {_                validate(innerOrder, aggregator)__            }_        } else if (order instanceof Aggregation) {_            ((Aggregation) order).path().validate(aggregator)__        }_        return order__    };validate,a,bucket,ordering,strategy,for,an,link,aggregator,param,order,bucket,ordering,strategy,to,sort,on,param,aggregator,aggregator,to,sort,return,unmodified,bucket,ordering,strategy,throws,aggregation,execution,exception,if,validation,fails;public,static,bucket,order,validate,bucket,order,order,aggregator,aggregator,throws,aggregation,execution,exception,if,order,instanceof,compound,order,for,bucket,order,inner,order,compound,order,order,order,elements,validate,inner,order,aggregator,else,if,order,instanceof,aggregation,aggregation,order,path,validate,aggregator,return,order
InternalOrder -> public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException;1540583181;Validate a bucket ordering strategy for an {@link Aggregator}.__@param order      bucket ordering strategy to sort on._@param aggregator aggregator to sort._@return unmodified bucket ordering strategy._@throws AggregationExecutionException if validation fails;public static BucketOrder validate(BucketOrder order, Aggregator aggregator) throws AggregationExecutionException {_        if (order instanceof CompoundOrder) {_            for (BucketOrder innerOrder : ((CompoundOrder) order).orderElements) {_                validate(innerOrder, aggregator)__            }_        } else if (order instanceof Aggregation) {_            ((Aggregation) order).path().validate(aggregator)__        }_        return order__    };validate,a,bucket,ordering,strategy,for,an,link,aggregator,param,order,bucket,ordering,strategy,to,sort,on,param,aggregator,aggregator,to,sort,return,unmodified,bucket,ordering,strategy,throws,aggregation,execution,exception,if,validation,fails;public,static,bucket,order,validate,bucket,order,order,aggregator,aggregator,throws,aggregation,execution,exception,if,order,instanceof,compound,order,for,bucket,order,inner,order,compound,order,order,order,elements,validate,inner,order,aggregator,else,if,order,instanceof,aggregation,aggregation,order,path,validate,aggregator,return,order
InternalOrder -> Aggregation -> Aggregation(String path, boolean asc);1524684173;Create a new ordering strategy to sort by a sub-aggregation.__@param path path to the sub-aggregation to sort on._@param asc  direction to sort by: {@code true} for ascending, {@code false} for descending._@see AggregationPath;Aggregation(String path, boolean asc) {_            super(ID, path, asc, new AggregationComparator(path, asc))__        };create,a,new,ordering,strategy,to,sort,by,a,sub,aggregation,param,path,path,to,the,sub,aggregation,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,see,aggregation,path;aggregation,string,path,boolean,asc,super,id,path,asc,new,aggregation,comparator,path,asc
InternalOrder -> Aggregation -> Aggregation(String path, boolean asc);1537806831;Create a new ordering strategy to sort by a sub-aggregation.__@param path path to the sub-aggregation to sort on._@param asc  direction to sort by: {@code true} for ascending, {@code false} for descending._@see AggregationPath;Aggregation(String path, boolean asc) {_            super(ID, path, asc, new AggregationComparator(path, asc))__        };create,a,new,ordering,strategy,to,sort,by,a,sub,aggregation,param,path,path,to,the,sub,aggregation,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,see,aggregation,path;aggregation,string,path,boolean,asc,super,id,path,asc,new,aggregation,comparator,path,asc
InternalOrder -> Aggregation -> Aggregation(String path, boolean asc);1540486836;Create a new ordering strategy to sort by a sub-aggregation.__@param path path to the sub-aggregation to sort on._@param asc  direction to sort by: {@code true} for ascending, {@code false} for descending._@see AggregationPath;Aggregation(String path, boolean asc) {_            super(ID, path, asc, new AggregationComparator(path, asc))__        };create,a,new,ordering,strategy,to,sort,by,a,sub,aggregation,param,path,path,to,the,sub,aggregation,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,see,aggregation,path;aggregation,string,path,boolean,asc,super,id,path,asc,new,aggregation,comparator,path,asc
InternalOrder -> Aggregation -> Aggregation(String path, boolean asc);1540583181;Create a new ordering strategy to sort by a sub-aggregation.__@param path path to the sub-aggregation to sort on._@param asc  direction to sort by: {@code true} for ascending, {@code false} for descending._@see AggregationPath;Aggregation(String path, boolean asc) {_            super(ID, path, asc, new AggregationComparator(path, asc))__        };create,a,new,ordering,strategy,to,sort,by,a,sub,aggregation,param,path,path,to,the,sub,aggregation,to,sort,on,param,asc,direction,to,sort,by,code,true,for,ascending,code,false,for,descending,see,aggregation,path;aggregation,string,path,boolean,asc,super,id,path,asc,new,aggregation,comparator,path,asc
InternalOrder -> private static boolean isOrder(BucketOrder order, BucketOrder expected);1524684173;Determine if the ordering strategy matches the expected one.__@param order    bucket ordering strategy to check. If this is a {@link CompoundOrder} the first element will be_check instead._@param expected expected  bucket ordering strategy._@return {@code true} if the order matches, {@code false} otherwise.;private static boolean isOrder(BucketOrder order, BucketOrder expected) {_        if (order == expected) {_            return true__        } else if (order instanceof CompoundOrder) {_            _            List<BucketOrder> orders = ((CompoundOrder) order).orderElements__            if (orders.size() >= 1) {_                return isOrder(orders.get(0), expected)__            }_        }_        return false__    };determine,if,the,ordering,strategy,matches,the,expected,one,param,order,bucket,ordering,strategy,to,check,if,this,is,a,link,compound,order,the,first,element,will,be,check,instead,param,expected,expected,bucket,ordering,strategy,return,code,true,if,the,order,matches,code,false,otherwise;private,static,boolean,is,order,bucket,order,order,bucket,order,expected,if,order,expected,return,true,else,if,order,instanceof,compound,order,list,bucket,order,orders,compound,order,order,order,elements,if,orders,size,1,return,is,order,orders,get,0,expected,return,false
InternalOrder -> private static boolean isOrder(BucketOrder order, BucketOrder expected);1537806831;Determine if the ordering strategy matches the expected one.__@param order    bucket ordering strategy to check. If this is a {@link CompoundOrder} the first element will be_check instead._@param expected expected  bucket ordering strategy._@return {@code true} if the order matches, {@code false} otherwise.;private static boolean isOrder(BucketOrder order, BucketOrder expected) {_        if (order == expected) {_            return true__        } else if (order instanceof CompoundOrder) {_            _            List<BucketOrder> orders = ((CompoundOrder) order).orderElements__            if (orders.size() >= 1) {_                return isOrder(orders.get(0), expected)__            }_        }_        return false__    };determine,if,the,ordering,strategy,matches,the,expected,one,param,order,bucket,ordering,strategy,to,check,if,this,is,a,link,compound,order,the,first,element,will,be,check,instead,param,expected,expected,bucket,ordering,strategy,return,code,true,if,the,order,matches,code,false,otherwise;private,static,boolean,is,order,bucket,order,order,bucket,order,expected,if,order,expected,return,true,else,if,order,instanceof,compound,order,list,bucket,order,orders,compound,order,order,order,elements,if,orders,size,1,return,is,order,orders,get,0,expected,return,false
InternalOrder -> private static boolean isOrder(BucketOrder order, BucketOrder expected);1540486836;Determine if the ordering strategy matches the expected one.__@param order    bucket ordering strategy to check. If this is a {@link CompoundOrder} the first element will be_check instead._@param expected expected  bucket ordering strategy._@return {@code true} if the order matches, {@code false} otherwise.;private static boolean isOrder(BucketOrder order, BucketOrder expected) {_        if (order == expected) {_            return true__        } else if (order instanceof CompoundOrder) {_            _            List<BucketOrder> orders = ((CompoundOrder) order).orderElements__            if (orders.size() >= 1) {_                return isOrder(orders.get(0), expected)__            }_        }_        return false__    };determine,if,the,ordering,strategy,matches,the,expected,one,param,order,bucket,ordering,strategy,to,check,if,this,is,a,link,compound,order,the,first,element,will,be,check,instead,param,expected,expected,bucket,ordering,strategy,return,code,true,if,the,order,matches,code,false,otherwise;private,static,boolean,is,order,bucket,order,order,bucket,order,expected,if,order,expected,return,true,else,if,order,instanceof,compound,order,list,bucket,order,orders,compound,order,order,order,elements,if,orders,size,1,return,is,order,orders,get,0,expected,return,false
InternalOrder -> private static boolean isOrder(BucketOrder order, BucketOrder expected);1540583181;Determine if the ordering strategy matches the expected one.__@param order    bucket ordering strategy to check. If this is a {@link CompoundOrder} the first element will be_check instead._@param expected expected  bucket ordering strategy._@return {@code true} if the order matches, {@code false} otherwise.;private static boolean isOrder(BucketOrder order, BucketOrder expected) {_        if (order == expected) {_            return true__        } else if (order instanceof CompoundOrder) {_            _            List<BucketOrder> orders = ((CompoundOrder) order).orderElements__            if (orders.size() >= 1) {_                return isOrder(orders.get(0), expected)__            }_        }_        return false__    };determine,if,the,ordering,strategy,matches,the,expected,one,param,order,bucket,ordering,strategy,to,check,if,this,is,a,link,compound,order,the,first,element,will,be,check,instead,param,expected,expected,bucket,ordering,strategy,return,code,true,if,the,order,matches,code,false,otherwise;private,static,boolean,is,order,bucket,order,order,bucket,order,expected,if,order,expected,return,true,else,if,order,instanceof,compound,order,list,bucket,order,orders,compound,order,order,order,elements,if,orders,size,1,return,is,order,orders,get,0,expected,return,false
